loan_id,age,annual_income,employment_length,home_ownership,credit_score,num_credit_lines,delinquencies_2yrs,credit_utilization,inquiries_6months,loan_purpose,loan_amount,offered_rate,offer_accepted,default
3786,40,10000,10+ years,MORTGAGE,673,9,0,30.1,1,small_business,5000,0.09309684948880757,1,1
3787,61,46000,10+ years,RENT,658,7,0,23.8,0,debt_consolidation,9000,0.09899007401316372,0,NA
3788,43,39000,6-10 years,MORTGAGE,696,7,0,23.5,2,debt_consolidation,12000,0.12626676123276287,1,1
3789,37,38000,10+ years,RENT,628,11,0,19,0,debt_consolidation,19000,0.17160126932823716,0,NA
3790,40,30000,3-5 years,RENT,708,6,0,35.9,0,home_improvement,15000,0.09,1,0
3791,45,112000,10+ years,RENT,728,8,0,50.9,3,debt_consolidation,21000,0.055842617666476906,1,0
3792,28,27000,6-10 years,MORTGAGE,487,13,1,32.8,1,credit_card,12000,0.12,1,0
3793,26,52000,6-10 years,RENT,664,10,2,8.9,1,major_purchase,26000,0.09473406843201315,1,0
3794,48,93000,6-10 years,MORTGAGE,574,7,0,20,0,credit_card,11000,0.12,0,NA
3795,39,65000,6-10 years,MORTGAGE,672,6,0,72.5,0,other,23000,0.09294319968168137,1,0
3796,20,49000,3-5 years,MORTGAGE,756,11,1,17.5,1,credit_card,1000,0.08310592325990739,1,0
3797,26,25000,< 1 year,RENT,650,5,0,59.1,1,credit_card,12500,0.12691539818495678,1,1
3798,39,17000,3-5 years,RENT,649,9,0,40,1,other,8500,0.12,1,0
3799,52,31000,10+ years,RENT,703,6,0,7.2,1,debt_consolidation,12000,0.12016170420350507,1,0
3800,40,81000,10+ years,MORTGAGE,662,7,0,37.4,2,major_purchase,5000,0.09,1,0
3801,38,36000,6-10 years,RENT,623,8,0,13,0,debt_consolidation,18000,0.14494494186538234,0,NA
3802,32,43000,6-10 years,RENT,710,9,0,41.2,0,major_purchase,21500,0.1240455106139425,1,0
3803,29,49000,6-10 years,RENT,576,8,2,44.4,0,major_purchase,24500,0.15190326313112137,0,NA
3804,30,102000,10+ years,RENT,676,4,0,42.5,0,debt_consolidation,35000,0.13,1,1
3805,43,32000,6-10 years,RENT,684,10,0,25.1,3,debt_consolidation,7000,0.13,0,NA
3806,31,33000,3-5 years,MORTGAGE,687,12,0,20.8,3,small_business,16500,0.13,0,NA
3807,40,86000,6-10 years,RENT,525,6,0,32.8,0,debt_consolidation,14000,0.13557032179847117,1,0
3808,34,43000,3-5 years,RENT,621,9,0,56.8,1,credit_card,21500,0.14343769310362078,1,1
3809,40,73000,< 1 year,MORTGAGE,643,7,1,66.2,1,car,24000,0.14171336240755694,1,0
3810,50,57000,1-2 years,OWN,736,4,1,25.1,1,credit_card,17000,0.08485686541730025,1,0
3811,48,158000,< 1 year,OWN,670,6,1,14.3,2,debt_consolidation,20000,0.1025458504428479,1,0
3812,37,75000,6-10 years,OTHER,571,10,0,20,1,debt_consolidation,37500,0.1569445103802084,0,NA
3813,26,35000,1-2 years,RENT,781,8,2,33.2,0,debt_consolidation,17500,0.061995107524775675,1,0
3814,45,43000,10+ years,MORTGAGE,635,9,0,61.2,0,home_improvement,21500,0.20706894020721744,0,NA
3815,40,86000,1-2 years,MORTGAGE,728,3,1,60.8,1,major_purchase,30000,0.0652908989081776,1,1
3816,26,56000,3-5 years,MORTGAGE,762,8,1,30.9,2,home_improvement,16000,0.04492379343630264,1,0
3817,50,18000,3-5 years,MORTGAGE,636,12,0,10.8,0,debt_consolidation,9000,0.16958625305594272,0,NA
3818,49,53000,1-2 years,MORTGAGE,622,9,0,79.7,3,other,7000,0.16399620673383938,1,0
3819,30,87000,6-10 years,RENT,597,5,1,60.8,1,credit_card,38000,0.16496640614633803,1,0
3820,70,26000,10+ years,MORTGAGE,785,12,1,88.9,0,debt_consolidation,12000,0.05945257162121145,1,0
3821,18,79000,1-2 years,MORTGAGE,681,9,0,68.6,2,major_purchase,16000,0.09,1,0
3822,46,27000,< 1 year,MORTGAGE,632,8,0,22.8,2,major_purchase,13500,0.1260623403316912,1,0
3823,32,58000,< 1 year,RENT,564,7,0,48.3,1,debt_consolidation,4000,0.14166724383110457,0,NA
3824,40,67000,3-5 years,RENT,633,6,0,6.4,0,credit_card,28000,0.15541946902840487,0,NA
3825,25,17000,6-10 years,RENT,686,5,1,52,0,small_business,8500,0.09810430759244675,1,0
3826,35,45000,1-2 years,OWN,651,5,1,63.3,0,credit_card,15000,0.09,1,1
3827,31,49000,< 1 year,RENT,686,6,0,20.4,0,major_purchase,20000,0.09,1,0
3828,44,24000,10+ years,MORTGAGE,772,6,1,40.9,0,credit_card,12000,0.1,1,0
3829,43,45000,< 1 year,MORTGAGE,682,10,1,82.8,0,debt_consolidation,10000,0.13,1,1
3830,47,50000,1-2 years,MORTGAGE,770,9,1,41,0,small_business,25000,0.06450508318516307,1,0
3831,43,27000,3-5 years,RENT,609,15,0,12.7,1,major_purchase,13500,0.138053557484014,0,NA
3832,37,67000,3-5 years,RENT,734,7,0,20.1,2,debt_consolidation,33500,0.1,1,0
3833,37,31000,1-2 years,RENT,625,7,0,37.6,1,car,14000,0.17395081181401628,0,NA
3834,60,24000,1-2 years,MORTGAGE,724,6,1,54.7,0,car,12000,0.09383537459234012,1,1
3835,48,92000,3-5 years,MORTGAGE,736,10,0,49.6,0,debt_consolidation,31000,0.09522470527867971,1,0
3836,37,44000,10+ years,OWN,647,7,0,30.2,0,credit_card,22000,0.13609478555005497,1,0
3837,56,117000,6-10 years,MORTGAGE,747,8,0,26.9,1,debt_consolidation,24000,0.1,0,NA
3838,43,22000,< 1 year,MORTGAGE,653,4,0,42.4,1,debt_consolidation,11000,0.13,1,0
3839,37,52000,10+ years,RENT,696,5,1,11.9,0,major_purchase,26000,0.13,1,0
3840,26,43000,1-2 years,RENT,711,5,1,1.6,0,debt_consolidation,21500,0.12074413159200348,1,0
3841,42,19000,1-2 years,MORTGAGE,681,15,0,68.3,1,other,9500,0.10342436876520827,1,1
3842,44,76000,1-2 years,MORTGAGE,618,8,0,56.2,0,small_business,30000,0.12,0,NA
3843,30,64000,10+ years,MORTGAGE,711,8,0,43.2,1,major_purchase,5000,0.13,0,NA
3844,26,59000,6-10 years,RENT,776,12,1,48.7,2,debt_consolidation,10000,0.02,1,0
3845,22,41000,< 1 year,MORTGAGE,662,11,1,25,0,debt_consolidation,2000,0.10805895084997215,0,NA
3846,28,102000,6-10 years,RENT,765,11,1,21.1,0,credit_card,14000,0.0460486472588889,1,0
3847,51,42000,3-5 years,MORTGAGE,689,9,0,43.2,0,major_purchase,21000,0.10874023396968109,1,0
3848,44,30000,1-2 years,RENT,759,7,0,30.6,0,credit_card,9000,0.07743534615522261,1,0
3849,27,58000,1-2 years,MORTGAGE,769,8,0,24.6,0,home_improvement,1000,0.05291564482646937,1,0
3850,19,33000,1-2 years,RENT,748,3,0,45.5,1,major_purchase,16500,0.0940079076636111,1,0
3851,18,10000,1-2 years,OWN,733,11,0,33.7,0,credit_card,5000,0.025780842880744177,1,1
3852,27,58000,1-2 years,OWN,617,8,0,49.8,0,home_improvement,6000,0.13244629631013413,0,NA
3853,44,43000,10+ years,OWN,750,15,0,44.1,4,debt_consolidation,21500,0.02,1,0
3854,24,73000,3-5 years,MORTGAGE,571,9,1,9.7,0,debt_consolidation,2000,0.16506269758237527,0,NA
3855,42,68000,1-2 years,MORTGAGE,743,5,2,32.1,1,credit_card,20000,0.08125156659004541,1,0
3856,59,57000,1-2 years,MORTGAGE,755,5,0,42.4,0,credit_card,28500,0.1,1,1
3857,18,39000,1-2 years,RENT,759,11,0,6.6,1,home_improvement,19500,0.04217603337728656,1,1
3858,37,31000,< 1 year,MORTGAGE,742,8,0,80,2,home_improvement,9000,0.07531275588398104,1,0
3859,26,73000,6-10 years,RENT,772,6,0,33.2,1,home_improvement,27000,0.07396799296425235,1,1
3860,49,143000,< 1 year,MORTGAGE,679,6,0,40,1,debt_consolidation,18000,0.09,1,0
3861,38,29000,6-10 years,RENT,626,7,1,46.6,1,home_improvement,4000,0.17732473376063076,0,NA
3862,42,103000,6-10 years,OWN,674,4,0,9.7,1,home_improvement,24000,0.10146726416003207,1,0
3863,40,150000,< 1 year,RENT,781,6,0,32.6,1,home_improvement,4000,0.0964429837891192,1,0
3864,41,125000,3-5 years,MORTGAGE,767,13,0,33.7,1,credit_card,39000,0.058205415559816134,1,0
3865,42,38000,6-10 years,RENT,631,10,0,2.2,1,home_improvement,19000,0.12,1,0
3866,26,53000,6-10 years,OWN,725,8,1,44.7,1,small_business,25000,0.07040583538200412,1,0
3867,53,19000,1-2 years,MORTGAGE,644,5,0,41.1,1,small_business,9500,0.12,1,1
3868,56,42000,1-2 years,RENT,601,7,1,64.6,2,debt_consolidation,21000,0.1731044918945306,0,NA
3869,36,36000,6-10 years,RENT,849,5,1,9.3,0,other,18000,0.1,1,0
3870,36,83000,1-2 years,RENT,683,2,0,13.5,1,major_purchase,15000,0.09,0,NA
3871,18,31000,1-2 years,OWN,624,6,0,59.9,0,credit_card,12000,0.13458633394960307,0,NA
3872,40,33000,< 1 year,MORTGAGE,789,4,0,18.7,2,credit_card,16500,0.05289069316438654,1,0
3873,18,52000,< 1 year,RENT,739,10,1,58.2,0,credit_card,7000,0.07339573105581197,1,0
3874,36,29000,6-10 years,OWN,800,8,1,51.5,1,debt_consolidation,4000,0.05208291763017203,1,0
3875,20,18000,6-10 years,RENT,547,4,0,44,1,credit_card,4000,0.12,0,NA
3876,28,64000,10+ years,OWN,539,9,0,22.7,0,debt_consolidation,13000,0.12,1,0
3877,36,17000,10+ years,MORTGAGE,716,4,1,60.9,0,home_improvement,8500,0.1056475008188159,1,0
3878,44,40000,< 1 year,RENT,599,7,0,24.9,1,debt_consolidation,15000,0.15490364563555106,0,NA
3879,55,97000,6-10 years,RENT,616,5,2,43.9,2,debt_consolidation,40000,0.17743912364982714,0,NA
3880,33,62000,10+ years,RENT,601,6,0,68.2,1,home_improvement,30000,0.17478752552231097,0,NA
3881,35,69000,< 1 year,MORTGAGE,658,7,1,24.4,1,debt_consolidation,8000,0.10640850064169889,1,0
3882,35,27000,3-5 years,RENT,750,3,2,16.6,0,medical,5000,0.09157556076193613,0,NA
3883,32,23000,3-5 years,MORTGAGE,770,5,0,67.6,1,debt_consolidation,7000,0.09402427373085026,1,0
3884,34,80000,6-10 years,MORTGAGE,632,6,0,30,0,credit_card,25000,0.18873091421926563,0,NA
3885,47,24000,6-10 years,MORTGAGE,618,4,0,58.1,0,small_business,12000,0.17050416139656738,0,NA
3886,59,109000,3-5 years,RENT,730,8,0,54.3,1,credit_card,21000,0.04618772979718554,1,1
3887,57,61000,6-10 years,MORTGAGE,791,11,0,61.5,1,debt_consolidation,18000,0.07849370158157003,1,0
3888,37,50000,1-2 years,RENT,673,8,0,15.1,0,debt_consolidation,25000,0.10268510021934892,1,1
3889,45,59000,3-5 years,RENT,631,7,1,14,2,debt_consolidation,13000,0.14900300772801106,1,1
3890,31,23000,6-10 years,MORTGAGE,736,9,0,21.7,1,credit_card,11500,0.1,1,0
3891,20,65000,1-2 years,MORTGAGE,719,11,0,85,1,debt_consolidation,4000,0.13,0,NA
3892,44,91000,< 1 year,MORTGAGE,714,9,0,78.6,2,debt_consolidation,7000,0.13,0,NA
3893,42,28000,3-5 years,MORTGAGE,717,8,0,28.6,0,major_purchase,14000,0.13,1,0
3894,57,44000,6-10 years,RENT,650,5,2,34.2,0,debt_consolidation,22000,0.10231069101621891,1,0
3895,36,29000,6-10 years,RENT,641,6,0,61.8,2,debt_consolidation,14500,0.12,1,0
3896,18,52000,< 1 year,RENT,634,11,1,45.7,1,credit_card,19000,0.12782219467992886,0,NA
3897,41,38000,6-10 years,OWN,634,7,0,6.7,0,debt_consolidation,2000,0.13507610025108413,0,NA
3898,20,88000,1-2 years,MORTGAGE,551,9,0,18.9,0,credit_card,34000,0.1256540012949332,0,NA
3899,25,24000,3-5 years,MORTGAGE,615,3,1,58.5,2,major_purchase,1000,0.13235868937738068,1,1
3900,32,46000,6-10 years,MORTGAGE,689,7,0,38,1,debt_consolidation,23000,0.11520699598298635,1,0
3901,33,50000,10+ years,RENT,744,4,1,18.9,1,medical,25000,0.06209938312335122,1,0
3902,21,17000,10+ years,RENT,685,7,0,31,0,debt_consolidation,8500,0.11086204208911617,0,NA
3903,51,42000,6-10 years,RENT,712,13,1,16.7,0,home_improvement,11000,0.13,1,1
3904,42,28000,3-5 years,RENT,766,8,0,51,1,debt_consolidation,14000,0.1,1,0
3905,27,33000,6-10 years,MORTGAGE,632,4,0,58.8,0,debt_consolidation,12000,0.2102542079369065,0,NA
3906,28,75000,10+ years,RENT,773,12,0,3.5,0,major_purchase,2000,0.09003535483140311,0,NA
3907,23,79000,6-10 years,MORTGAGE,754,14,1,53.7,1,home_improvement,30000,0.08303042941634137,1,0
3908,42,23000,1-2 years,RENT,767,10,0,20.6,1,debt_consolidation,11500,0.1,0,NA
3909,49,46000,< 1 year,MORTGAGE,803,6,0,29.7,2,credit_card,23000,0.09444046802386184,1,0
3910,33,19000,< 1 year,MORTGAGE,712,9,0,39.4,0,home_improvement,9500,0.09,1,0
3911,50,81000,6-10 years,RENT,558,15,0,41.1,0,home_improvement,35000,0.12,1,0
3912,34,35000,1-2 years,RENT,718,4,0,27.8,0,debt_consolidation,3000,0.09,1,0
3913,41,89000,< 1 year,OTHER,598,10,0,34.9,1,debt_consolidation,8000,0.1688278662328212,0,NA
3914,51,23000,3-5 years,MORTGAGE,680,6,0,47.5,0,debt_consolidation,11500,0.12792554712182483,1,0
3915,29,106000,< 1 year,MORTGAGE,740,8,1,72.3,2,credit_card,8000,0.1,1,1
3916,39,34000,3-5 years,RENT,721,8,0,87.3,0,credit_card,17000,0.09243410773629555,1,0
3917,44,30000,< 1 year,MORTGAGE,746,3,0,7.5,1,home_improvement,15000,0.06363657358384664,1,0
3918,33,38000,10+ years,RENT,632,13,0,29.9,1,debt_consolidation,6000,0.19257874383354048,0,NA
3919,40,26000,6-10 years,MORTGAGE,624,7,1,42.8,1,debt_consolidation,13000,0.1651235200833145,0,NA
3920,43,13000,3-5 years,RENT,624,8,0,50.5,0,debt_consolidation,6500,0.13738382196092683,1,1
3921,52,49000,3-5 years,RENT,758,12,0,6.4,1,debt_consolidation,24500,0.09773947521612841,0,NA
3922,49,146000,< 1 year,MORTGAGE,613,3,0,20.6,0,other,40000,0.12,1,0
3923,33,52000,< 1 year,MORTGAGE,611,11,0,9,0,debt_consolidation,10000,0.14393441044947095,0,NA
3924,45,57000,6-10 years,RENT,615,11,1,6.6,0,credit_card,28500,0.16256924928773336,0,NA
3925,57,136000,10+ years,MORTGAGE,626,9,0,54.1,0,medical,9000,0.13572278144121946,0,NA
3926,30,42000,< 1 year,MORTGAGE,700,6,2,52.1,0,debt_consolidation,21000,0.09675778921856092,1,0
3927,55,29000,3-5 years,MORTGAGE,693,7,0,36.3,1,car,14500,0.13,1,1
3928,22,60000,1-2 years,RENT,814,7,1,40.7,0,debt_consolidation,30000,0.06918338414325542,1,1
3929,27,47000,3-5 years,RENT,753,15,0,11.6,2,home_improvement,16000,0.08741242230743278,1,0
3930,40,41000,10+ years,MORTGAGE,642,4,1,33.1,0,debt_consolidation,1000,0.12,1,0
3931,18,56000,10+ years,OWN,702,14,0,86.6,2,small_business,17000,0.12701241754313786,1,1
3932,42,41000,10+ years,MORTGAGE,609,16,0,19.5,1,credit_card,1000,0.12,0,NA
3933,18,31000,6-10 years,RENT,772,7,0,10.8,0,medical,3000,0.03678444767467492,1,0
3934,29,18000,10+ years,MORTGAGE,711,11,0,31.5,2,credit_card,2000,0.12349296106954205,1,1
3935,27,27000,10+ years,MORTGAGE,815,6,1,35.7,0,small_business,13500,0.09442117476906703,0,NA
3936,49,32000,< 1 year,RENT,783,7,1,69.4,1,credit_card,16000,0.06826669973483825,1,0
3937,25,58000,6-10 years,RENT,774,13,0,30.7,1,debt_consolidation,26000,0.06429035174073842,1,0
3938,54,42000,6-10 years,RENT,739,5,0,26.2,0,medical,4000,0.051775278620662196,1,0
3939,28,31000,3-5 years,MORTGAGE,604,6,0,4,1,debt_consolidation,15500,0.18067300583673984,0,NA
3940,34,22000,3-5 years,RENT,663,11,0,62.5,1,debt_consolidation,11000,0.10544649039787933,1,1
3941,28,50000,3-5 years,RENT,780,8,0,33,1,major_purchase,19000,0.0937962705443848,1,0
3942,51,97000,6-10 years,RENT,606,8,1,81.2,2,home_improvement,10000,0.13010935282400146,0,NA
3943,22,31000,1-2 years,MORTGAGE,784,8,0,45.4,1,credit_card,15500,0.1,1,0
3944,47,100000,3-5 years,MORTGAGE,648,8,0,21.4,0,debt_consolidation,14000,0.13993876911426875,0,NA
3945,50,33000,< 1 year,MORTGAGE,661,8,0,32.3,2,home_improvement,7000,0.13,1,1
3946,33,221000,10+ years,OWN,693,8,0,59.9,0,debt_consolidation,13000,0.13,0,NA
3947,22,38000,10+ years,RENT,679,12,0,13.7,1,major_purchase,4000,0.09,1,0
3948,47,87000,1-2 years,MORTGAGE,748,10,1,51.2,0,home_improvement,40000,0.1,1,0
3949,26,65000,3-5 years,MORTGAGE,720,8,0,31.7,2,credit_card,26000,0.0680526587185013,1,0
3950,27,45000,6-10 years,MORTGAGE,588,13,1,34.8,1,debt_consolidation,6000,0.12,1,0
3951,30,26000,6-10 years,MORTGAGE,675,11,0,35.6,1,small_business,13000,0.09,1,0
3952,27,58000,< 1 year,MORTGAGE,663,8,0,59.9,1,credit_card,4000,0.11138296539310402,1,0
3953,58,90000,< 1 year,MORTGAGE,606,5,0,9.1,0,credit_card,4000,0.19226142312839142,0,NA
3954,45,45000,6-10 years,MORTGAGE,706,7,0,74.3,0,debt_consolidation,3000,0.11446673818186642,1,1
3955,42,43000,6-10 years,RENT,685,13,0,50.1,1,debt_consolidation,21500,0.10233641093130807,1,0
3956,31,151000,10+ years,MORTGAGE,770,4,0,85,1,credit_card,26000,0.1,1,0
3957,51,30000,< 1 year,MORTGAGE,820,5,0,57.7,0,credit_card,15000,0.08285446233908751,1,0
3958,26,41000,3-5 years,MORTGAGE,561,7,0,27.4,0,debt_consolidation,17000,0.19574650227378662,0,NA
3959,35,34000,3-5 years,RENT,597,14,0,33.7,2,debt_consolidation,5000,0.1622147964450446,0,NA
3960,51,147000,3-5 years,RENT,737,8,0,21.4,2,debt_consolidation,10000,0.0848582164924716,1,0
3961,27,89000,3-5 years,RENT,691,17,0,35.5,0,debt_consolidation,15000,0.09947747207694942,1,1
3962,38,60000,3-5 years,MORTGAGE,672,6,0,52.8,2,credit_card,23000,0.10862727225958145,1,0
3963,29,40000,< 1 year,MORTGAGE,672,9,0,49.1,1,car,10000,0.13,1,0
3964,33,101000,1-2 years,MORTGAGE,627,9,0,42.3,1,debt_consolidation,31000,0.1460927711939498,1,1
3965,37,77000,1-2 years,OWN,718,8,0,27.1,1,major_purchase,7000,0.09,1,0
3966,36,62000,1-2 years,MORTGAGE,797,7,0,27.1,0,debt_consolidation,13000,0.08680279953162143,1,0
3967,50,45000,1-2 years,RENT,781,7,1,34.4,2,debt_consolidation,22500,0.1,1,0
3968,46,56000,6-10 years,RENT,707,6,0,33.8,0,car,16000,0.09573783186178263,1,0
3969,48,17000,< 1 year,MORTGAGE,691,9,0,40.2,1,credit_card,8500,0.09862290239107425,1,0
3970,48,11000,3-5 years,MORTGAGE,555,6,0,16,0,car,5500,0.1417609800741884,0,NA
3971,54,71000,3-5 years,MORTGAGE,702,7,0,60.3,2,debt_consolidation,26000,0.13,1,0
3972,41,116000,1-2 years,MORTGAGE,685,7,0,34.6,0,debt_consolidation,35000,0.1290248026383967,0,NA
3973,46,34000,3-5 years,RENT,654,9,0,39.6,0,home_improvement,17000,0.09,1,0
3974,34,123000,1-2 years,RENT,711,11,0,88.1,0,debt_consolidation,25000,0.10254106863432874,1,0
3975,37,75000,< 1 year,MORTGAGE,694,7,1,22.9,1,credit_card,21000,0.09,1,0
3976,44,117000,6-10 years,RENT,748,6,0,10.8,0,credit_card,40000,0.07347585932123601,1,0
3977,34,116000,1-2 years,MORTGAGE,540,10,0,68.1,1,other,30000,0.1535079537603914,1,1
3978,34,41000,3-5 years,OWN,664,8,0,39.9,1,small_business,20500,0.13,1,0
3979,41,67000,6-10 years,OTHER,657,12,0,72.2,2,car,4000,0.1207468990775502,1,1
3980,56,54000,6-10 years,RENT,685,13,0,46.4,0,debt_consolidation,27000,0.13,1,0
3981,21,29000,3-5 years,MORTGAGE,638,7,1,19.5,2,credit_card,14500,0.15512471714777176,0,NA
3982,32,59000,3-5 years,MORTGAGE,565,10,0,81.1,1,major_purchase,9000,0.12,1,0
3983,43,38000,6-10 years,RENT,628,3,0,29.1,2,credit_card,15000,0.1529299414542658,0,NA
3984,42,83000,3-5 years,RENT,696,8,0,57.7,3,debt_consolidation,37000,0.10018137537542474,1,0
3985,21,64000,10+ years,MORTGAGE,597,6,0,6.4,1,home_improvement,2000,0.15303859700446984,0,NA
3986,29,52000,< 1 year,MORTGAGE,657,13,0,28.5,2,major_purchase,26000,0.09,1,0
3987,25,113000,3-5 years,RENT,650,5,0,37.1,0,credit_card,24000,0.13,1,0
3988,37,66000,3-5 years,RENT,659,11,0,14.7,0,credit_card,33000,0.0973656688897193,0,NA
3989,54,129000,< 1 year,RENT,804,8,0,33.5,0,credit_card,20000,0.04822907447094,1,0
3990,38,12000,3-5 years,MORTGAGE,714,8,2,19.3,1,debt_consolidation,6000,0.13,0,NA
3991,35,78000,10+ years,RENT,694,7,1,70.7,1,debt_consolidation,28000,0.09,1,0
3992,65,20000,< 1 year,MORTGAGE,641,12,0,27,0,major_purchase,10000,0.21385232966689918,0,NA
3993,31,67000,6-10 years,RENT,724,10,0,18.7,0,credit_card,33500,0.07825269863759918,1,1
3994,39,28000,< 1 year,OTHER,690,7,0,14.8,0,small_business,3000,0.12637101618795776,0,NA
3995,34,46000,1-2 years,RENT,721,8,0,34.1,0,home_improvement,19000,0.09438015846753355,1,0
3996,27,57000,3-5 years,MORTGAGE,675,8,1,42.1,0,credit_card,2000,0.13,0,NA
3997,45,113000,3-5 years,RENT,670,8,0,54,0,credit_card,31000,0.0902179125730198,1,0
3998,32,49000,3-5 years,MORTGAGE,638,10,0,62.8,3,credit_card,24500,0.12903305378890478,1,0
3999,48,106000,3-5 years,RENT,684,10,0,56.3,0,debt_consolidation,29000,0.10020052523373035,0,NA
4000,33,75000,6-10 years,MORTGAGE,798,11,3,28.5,2,medical,2000,0.040384878247759465,1,0
4001,36,28000,1-2 years,MORTGAGE,796,5,0,59.2,1,debt_consolidation,14000,0.05710214769814706,1,0
4002,28,36000,6-10 years,MORTGAGE,663,11,2,44.6,4,debt_consolidation,16000,0.09900218770236693,1,0
4003,34,8000,10+ years,MORTGAGE,596,7,0,11.9,2,home_improvement,4000,0.12287399253193068,0,NA
4004,43,32000,6-10 years,RENT,720,13,0,9.7,0,small_business,16000,0.07335926892293992,1,1
4005,18,59000,1-2 years,MORTGAGE,661,5,0,47.7,0,other,6000,0.09,1,0
4006,26,47000,6-10 years,MORTGAGE,660,6,0,18.1,0,home_improvement,21000,0.13,1,0
4007,41,29000,3-5 years,OWN,633,8,0,20.1,1,small_business,14500,0.1419164014792989,0,NA
4008,25,33000,< 1 year,RENT,580,13,0,76.2,2,debt_consolidation,14000,0.1882504265078021,1,1
4009,50,54000,3-5 years,MORTGAGE,600,3,0,9.7,1,small_business,6000,0.12733984732995174,0,NA
4010,26,51000,3-5 years,MORTGAGE,680,9,0,22,0,debt_consolidation,10000,0.11784880702505575,0,NA
4011,28,13000,3-5 years,MORTGAGE,596,5,1,40.3,2,small_business,6500,0.12,1,1
4012,35,28000,10+ years,RENT,607,6,1,15.4,1,debt_consolidation,14000,0.12,1,0
4013,35,47000,6-10 years,MORTGAGE,677,7,0,59.7,1,home_improvement,20000,0.10524428261935947,1,0
4014,35,83000,6-10 years,MORTGAGE,622,16,0,59.4,1,medical,22000,0.128147541613229,0,NA
4015,43,14000,1-2 years,RENT,690,10,0,17.7,1,small_business,7000,0.09,1,0
4016,45,47000,< 1 year,RENT,770,7,1,38.1,1,car,15000,0.1,1,1
4017,18,23000,3-5 years,MORTGAGE,567,16,0,60.5,0,medical,11500,0.12,1,0
4018,49,79000,1-2 years,RENT,779,5,1,48.2,0,credit_card,24000,0.02847945843688212,1,0
4019,54,37000,6-10 years,RENT,591,7,0,44,0,major_purchase,18500,0.1551723598519801,0,NA
4020,29,39000,6-10 years,MORTGAGE,725,11,1,26.8,1,debt_consolidation,16000,0.06051809275330403,1,1
4021,18,30000,< 1 year,MORTGAGE,679,7,0,46.2,0,credit_card,15000,0.09,1,0
4022,18,19000,6-10 years,MORTGAGE,801,4,0,65.8,1,car,9500,0.07016204615206079,1,0
4023,18,23000,10+ years,RENT,653,4,0,45.4,1,major_purchase,11500,0.12056291205666171,1,0
4024,42,37000,1-2 years,RENT,683,6,0,22.3,0,small_business,15000,0.09,1,0
4025,46,68000,3-5 years,RENT,708,8,1,7.9,0,debt_consolidation,12000,0.1045348039437396,0,NA
4026,56,61000,6-10 years,RENT,672,8,0,88.1,0,credit_card,6000,0.09,1,0
4027,42,141000,6-10 years,MORTGAGE,678,11,0,31,0,debt_consolidation,10000,0.09,1,0
4028,49,58000,3-5 years,RENT,661,7,0,44.2,0,debt_consolidation,1000,0.09,1,0
4029,31,36000,6-10 years,MORTGAGE,673,11,0,31.8,0,credit_card,4000,0.13,0,NA
4030,26,68000,< 1 year,RENT,689,8,1,13.5,1,car,34000,0.09,1,0
4031,41,40000,< 1 year,RENT,767,7,1,25.3,0,debt_consolidation,1000,0.1,0,NA
4032,42,110000,3-5 years,MORTGAGE,639,10,1,21.9,1,credit_card,40000,0.1450505906219153,0,NA
4033,18,51000,10+ years,MORTGAGE,662,9,0,64.4,1,other,9000,0.13,0,NA
4034,49,201000,3-5 years,MORTGAGE,617,9,0,62.1,2,credit_card,29000,0.1584153317804448,0,NA
4035,31,13000,1-2 years,RENT,749,7,0,60,0,debt_consolidation,6500,0.1,1,1
4036,37,23000,6-10 years,MORTGAGE,694,5,0,43.8,0,car,11000,0.11846523819792457,0,NA
4037,26,77000,10+ years,RENT,666,6,0,56.6,1,debt_consolidation,3000,0.13,0,NA
4038,46,71000,10+ years,RENT,742,11,1,43.3,2,debt_consolidation,10000,0.06956393767857014,1,1
4039,34,49000,3-5 years,MORTGAGE,696,3,0,43.9,1,major_purchase,24000,0.10444938545744714,1,0
4040,21,14000,6-10 years,MORTGAGE,613,10,0,51.4,0,small_business,7000,0.15745814471414016,0,NA
4041,41,29000,1-2 years,OWN,698,5,1,40.8,1,small_business,14500,0.09,1,0
4042,18,93000,< 1 year,RENT,598,12,0,52.4,0,car,16000,0.1862592558659379,0,NA
4043,36,89000,1-2 years,RENT,740,8,0,26.3,2,debt_consolidation,7000,0.1,0,NA
4044,38,35000,1-2 years,MORTGAGE,850,10,1,12,0,credit_card,7000,0.1,1,0
4045,70,38000,3-5 years,MORTGAGE,648,7,0,9.7,2,credit_card,19000,0.15871898317176975,0,NA
4046,44,19000,3-5 years,MORTGAGE,688,4,0,38.8,0,debt_consolidation,9500,0.10415929290015265,1,0
4047,23,46000,10+ years,MORTGAGE,614,8,0,52.8,0,debt_consolidation,23000,0.12343273191460713,1,0
4048,43,62000,1-2 years,MORTGAGE,779,9,1,57.3,0,major_purchase,31000,0.1,1,0
4049,37,70000,6-10 years,OWN,657,8,0,29,1,small_business,15000,0.13,1,1
4050,41,163000,1-2 years,MORTGAGE,682,10,0,24.3,1,credit_card,33000,0.09423852588262367,1,0
4051,19,115000,3-5 years,MORTGAGE,597,7,0,41.3,1,credit_card,7000,0.12,0,NA
4052,58,82000,< 1 year,RENT,754,14,0,9.3,1,car,13000,0.06401541294328116,1,0
